Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
State_id  ,YEAR  ,Month  ,CPRECIP (in),PRECIP (in) 
'417945',1849,1,.,. 
'417945',1849,2,.,. 
'417945',1849,3,.,. 
'417945',1849,4,.,. 
'417945',1849,5,.,. 
'417945',1849,6,.,. 
'417945',1849,7,.,. 
'417945',1849,8,.,. 
'417945',1849,9,.,6.12 
'417945',1849,10,.,0.3 
'417945',1849,11,.,5.53 
'417945',1849,12,.,1.22 
'417945',1850,1,0.64,0.64 
'417945',1850,2,2.71,2.07 
'417945',1850,3,4.08,1.37 
'417945',1850,4,7.42,3.34 
'417945',1850,5,10.64,3.22 
'417945',1850,6,20.27,9.63 
'417945',1850,7,23.37,3.1 
'417945',1850,8,23.54,0.17 
'417945',1850,9,23.93,0.39 
'417945',1850,10,24.74,0.81 
'417945',1850,11,27.08,2.34 
'417945',1850,12,29.98,2.9 
'417945',1851,1,0.75,0.75 
'417945',1851,2,7.61,6.86 
'417945',1851,3,9.06,1.45 
'417945',1851,4,13.43,4.37 
'417945',1851,5,16.23,2.8 
'417945',1851,6,19.97,3.74 
'417945',1851,7,23.04,3.07 
'417945',1851,8,23.64,0.6 
'417945',1851,9,24.84,1.2 
'417945',1851,10,25.24,0.4 
'417945',1851,11,28.54,3.3 
'417945',1851,12,30.84,2.3 
'417945',1852,1,.,1 
'417945',1852,2,.,4.3 
'417945',1852,3,.,6 
'417945',1852,4,.,0.7 
'417945',1852,5,.,2.66 
'417945',1852,6,.,5.09 
'417945',1852,7,.,3.53 
'417945',1852,8,.,1.75 
'417945',1852,9,.,3.49 
'417945',1852,10,.,2.7 
'417945',1852,11,.,. 
'417945',1852,12,.,. 
'417945',1857,1,.,. 
'417945',1857,2,.,. 
'417945',1857,3,.,. 
'417945',1857,4,.,. 
'417945',1857,5,.,. 
'417945',1857,6,.,. 
'417945',1857,7,.,. 
'417945',1857,8,.,2.6 
'417945',1857,9,.,3.48 
'417945',1857,10,.,2.15 
'417945',1857,11,.,8.88 
'417945',1857,12,.,11.09 
'417945',1858,1,4.53,4.53 
'417945',1858,2,15.13,10.6 
'417945',1858,3,19.63,4.5 
'417945',1858,4,20.13,0.5 
'417945',1858,5,23.25,3.12 
'417945',1858,6,23.25,0 
'417945',1858,7,23.39,0.14 
'417945',1858,8,23.9,0.51 
'417945',1858,9,24.6,0.7 
'417945',1858,10,26.6,2 
'417945',1858,11,27.47,0.87 
'417945',1858,12,28.56,1.09 
'417945',1859,1,1.3,1.3 
'417945',1859,2,1.6,0.3 
'417945',1859,3,1.7,0.1 
'417945',1859,4,3.05,1.35 
'417945',1859,5,5.5,2.45 
'417945',1859,6,5.9,0.4 
'417945',1859,7,6.35,0.45 
'417945',1859,8,11.35,5 
'417945',1859,9,28.95,17.6 
'417945',1859,10,31.75,2.8 
'417945',1859,11,31.75,0 
'417945',1859,12,31.98,0.23 
'417945',1860,1,0.89,0.89 
'417945',1860,2,1.82,0.93 
'417945',1860,3,2.2,0.38 
'417945',1860,4,5.3,3.1 
'417945',1860,5,5.3,0 
'417945',1860,6,6.69,1.39 
'417945',1860,7,6.73,0.04 
'417945',1860,8,18.11,11.38 
'417945',1860,9,20.09,1.98 
'417945',1860,10,20.16,0.07 
'417945',1860,11,22.03,1.87 
'417945',1860,12,22.31,0.28 
'417945',1870,1,0.92,0.92 
'417945',1870,2,1.32,0.4 
'417945',1870,3,5.66,4.34 
'417945',1870,4,7.86,2.2 
'417945',1870,5,8.35,0.49 
'417945',1870,6,11.45,3.1 
'417945',1870,7,15.17,3.72 
'417945',1870,8,21.65,6.48 
'417945',1870,9,23.6,1.95 
'417945',1870,10,26.4,2.8 
'417945',1870,11,29.98,3.58 
'417945',1870,12,30.58,0.6 
'417945',1871,1,1.38,1.38 
'417945',1871,2,1.98,0.6 
'417945',1871,3,3.08,1.1 
'417945',1871,4,3.84,0.76 
'417945',1871,5,7.28,3.44 
'417945',1871,6,7.46,0.18 
'417945',1871,7,7.46,0 
'417945',1871,8,8.41,0.95 
'417945',1871,9,14.22,5.81 
'417945',1871,10,20.87,6.65 
'417945',1871,11,22.79,1.92 
'417945',1871,12,22.79,0 
'417945',1872,1,0.4,0.4 
'417945',1872,2,1.96,1.56 
'417945',1872,3,3.1,1.14 
'417945',1872,4,3.8,0.7 
'417945',1872,5,8.38,4.58 
'417945',1872,6,16.68,8.3 
'417945',1872,7,18.52,1.84 
'417945',1872,8,20.14,1.62 
'417945',1872,9,20.19,0.05 
'417945',1872,10,21.88,1.69 
'417945',1872,11,24.07,2.19 
'417945',1872,12,26.17,2.1 
'417945',1873,1,.,1.14 
'417945',1873,2,.,0.47 
'417945',1873,3,.,1.95 
'417945',1873,4,.,0.52 
'417945',1873,5,.,3.71 
'417945',1873,6,.,6.99 
'417945',1873,7,.,2.1 
'417945',1873,8,.,. 
'417945',1873,9,.,. 
'417945',1873,10,.,. 
'417945',1873,11,.,. 
'417945',1873,12,.,. 
'417945',1877,1,0.37,0.37 
'417945',1877,2,2.01,1.64 
'417945',1877,3,3.02,1.01 
'417945',1877,4,5.49,2.47 
'417945',1877,5,6.05,0.56 
'417945',1877,6,9.64,3.59 
'417945',1877,7,12.51,2.87 
'417945',1877,8,13.07,0.56 
'417945',1877,9,15.74,2.67 
'417945',1877,10,21.35,5.61 
'417945',1877,11,23.02,1.67 
'417945',1877,12,30.29,7.27 
'417945',1878,1,1.7,1.7 
'417945',1878,2,4.02,2.32 
'417945',1878,3,4.96,0.94 
'417945',1878,4,7.21,2.25 
'417945',1878,5,13.92,6.71 
'417945',1878,6,18.45,4.53 
'417945',1878,7,24.54,6.09 
'417945',1878,8,28.47,3.93 
'417945',1878,9,32.45,3.98 
'417945',1878,10,33.01,0.56 
'417945',1878,11,37.69,4.68 
'417945',1878,12,39.6,1.91 
'417945',1879,1,0.98,0.98 
'417945',1879,2,2.05,1.07 
'417945',1879,3,2.33,0.28 
'417945',1879,4,8.04,5.71 
'417945',1879,5,8.65,0.61 
'417945',1879,6,10.97,2.32 
'417945',1879,7,11.09,0.12 
'417945',1879,8,15.16,4.07 
'417945',1879,9,21.07,5.91 
'417945',1879,10,22.33,1.26 
'417945',1879,11,22.33,0 
'417945',1879,12,22.8,0.47 
'417945',1880,1,3.48,3.48 
'417945',1880,2,7.49,4.01 
'417945',1880,3,9.91,2.42 
'417945',1880,4,13.85,3.94 
'417945',1880,5,16.94,3.09 
'417945',1880,6,19.2,2.26 
'417945',1880,7,25.5,6.3 
'417945',1880,8,34.17,8.67 
'417945',1880,9,37.1,2.93 
'417945',1880,10,39.45,2.35 
'417945',1880,11,41.51,2.06 
'417945',1880,12,41.91,0.4 
'417945',1881,1,0.58,0.58 
'417945',1881,2,1.82,1.24 
'417945',1881,3,2.88,1.06 
'417945',1881,4,6.13,3.25 
'417945',1881,5,10.83,4.7 
'417945',1881,6,10.83,0 
'417945',1881,7,12.2,1.37 
'417945',1881,8,13.15,0.95 
'417945',1881,9,19.01,5.86 
'417945',1881,10,23.2,4.19 
'417945',1881,11,25.27,2.07 
'417945',1881,12,26.78,1.51 
'417945',1882,1,1.91,1.91 
'417945',1882,2,4.09,2.18 
'417945',1882,3,8.33,4.24 
'417945',1882,4,9.25,0.92 
'417945',1882,5,16.04,6.79 
'417945',1882,6,16.15,0.11 
'417945',1882,7,19.07,2.92 
'417945',1882,8,22.91,3.84 
'417945',1882,9,31.86,8.95 
'417945',1882,10,34.57,2.71 
'417945',1882,11,35.69,1.12 
'417945',1882,12,36.39,0.7 
'417945',1883,1,.,0.37 
'417945',1883,2,.,0.33 
'417945',1883,3,.,5.3 
'417945',1883,4,.,1.54 
'417945',1883,5,.,0.29 
'417945',1883,6,.,. 
'417945',1883,7,.,. 
'417945',1883,8,.,. 
'417945',1883,9,.,. 
'417945',1883,10,.,. 
'417945',1883,11,.,. 
'417945',1883,12,.,. 
'417945',1885,1,3,3 
'417945',1885,2,3,0 
'417945',1885,3,6.87,3.87 
'417945',1885,4,11.99,5.12 
'417945',1885,5,19.91,7.92 
'417945',1885,6,20.77,0.86 
'417945',1885,7,27.33,6.56 
'417945',1885,8,28.28,0.95 
'417945',1885,9,29.79,1.51 
'417945',1885,10,30.44,0.65 
'417945',1885,11,31.14,0.7 
'417945',1885,12,32.92,1.78 
'417945',1886,1,0.75,0.75 
'417945',1886,2,3.9,3.15 
'417945',1886,3,6.29,2.39 
'417945',1886,4,8.52,2.23 
'417945',1886,5,11.13,2.61 
'417945',1886,6,14.65,3.52 
'417945',1886,7,16.06,1.41 
'417945',1886,8,20.85,4.79 
'417945',1886,9,24.97,4.12 
'417945',1886,10,25.59,0.62 
'417945',1886,11,25.92,0.33 
'417945',1886,12,26.22,0.3 
'417945',1887,1,0.21,0.21 
'417945',1887,2,0.91,0.7 
'417945',1887,3,1.42,0.51 
'417945',1887,4,2.02,0.6 
'417945',1887,5,4.63,2.61 
'417945',1887,6,6.84,2.21 
'417945',1887,7,7.54,0.7 
'417945',1887,8,11.17,3.63 
'417945',1887,9,12.94,1.77 
'417945',1887,10,15.11,2.17 
'417945',1887,11,17.55,2.44 
'417945',1887,12,20.13,2.58 
'417945',1888,1,1.61,1.61 
'417945',1888,2,4.17,2.56 
'417945',1888,3,6.3,2.13 
'417945',1888,4,14.02,7.72 
'417945',1888,5,18.27,4.25 
'417945',1888,6,22.27,4 
'417945',1888,7,23.06,0.79 
'417945',1888,8,30.82,7.76 
'417945',1888,9,32.75,1.93 
'417945',1888,10,33.57,0.82 
'417945',1888,11,38.15,4.58 
'417945',1888,12,41.55,3.4 
'417945',1889,1,5.1,5.1 
'417945',1889,2,8.56,3.46 
'417945',1889,3,12.3,3.74 
'417945',1889,4,15.21,2.91 
'417945',1889,5,15.76,0.55 
'417945',1889,6,20.55,4.79 
'417945',1889,7,24.59,4.04 
'417945',1889,8,27.78,3.19 
'417945',1889,9,33.25,5.47 
'417945',1889,10,34.22,0.97 
'417945',1889,11,38.68,4.46 
'417945',1889,12,38.95,0.27 
'417945',1890,1,1.87,1.87 
'417945',1890,2,4.79,2.92 
'417945',1890,3,5.77,0.98 
'417945',1890,4,10.99,5.22 
'417945',1890,5,13.38,2.39 
'417945',1890,6,17.54,4.16 
'417945',1890,7,18.42,0.88 
'417945',1890,8,19.86,1.44 
'417945',1890,9,25.27,5.41 
'417945',1890,10,27.25,1.98 
'417945',1890,11,28.27,1.02 
'417945',1890,12,29.85,1.58 
'417945',1891,1,5.63,5.63 
'417945',1891,2,7.01,1.38 
'417945',1891,3,8.19,1.18 
'417945',1891,4,12.76,4.57 
'417945',1891,5,15.12,2.36 
'417945',1891,6,17.28,2.16 
'417945',1891,7,18.13,0.85 
'417945',1891,8,19.19,1.06 
'417945',1891,9,22.79,3.6 
'417945',1891,10,23.39,0.6 
'417945',1891,11,24.31,0.92 
'417945',1891,12,30.04,5.73 
'417945',1892,1,1.51,1.51 
'417945',1892,2,2.21,0.7 
'417945',1892,3,3.96,1.75 
'417945',1892,4,4.12,0.16 
'417945',1892,5,5.01,0.89 
'417945',1892,6,8.84,3.83 
'417945',1892,7,8.89,0.05 
'417945',1892,8,17.89,9 
'417945',1892,9,18.98,1.09 
'417945',1892,10,20.46,1.48 
'417945',1892,11,21.55,1.09 
'417945',1892,12,25.71,4.16 
'417945',1893,1,0.11,0.11 
'417945',1893,2,1.22,1.11 
'417945',1893,3,3.36,2.14 
'417945',1893,4,5.54,2.18 
'417945',1893,5,8.9,3.36 
'417945',1893,6,10.8,1.9 
'417945',1893,7,11.76,0.96 
'417945',1893,8,12.68,0.92 
'417945',1893,9,12.78,0.1 
'417945',1893,10,12.86,0.08 
'417945',1893,11,17.48,4.62 
'417945',1893,12,18.24,0.76 
'417945',1894,1,1.42,1.42 
'417945',1894,2,1.94,0.52 
'417945',1894,3,2.74,0.8 
'417945',1894,4,5.39,2.65 
'417945',1894,5,7.15,1.76 
'417945',1894,6,10.24,3.09 
'417945',1894,7,10.84,0.6 
'417945',1894,8,19.39,8.55 
'417945',1894,9,20.87,1.48 
'417945',1894,10,21.76,0.89 
'417945',1894,11,21.76,0 
'417945',1894,12,21.8,0.04 
'417945',1895,1,1.24,1.24 
'417945',1895,2,5.21,3.97 
'417945',1895,3,7.45,2.24 
'417945',1895,4,7.74,0.29 
'417945',1895,5,14.4,6.66 
'417945',1895,6,16.49,2.09 
'417945',1895,7,17.56,1.07 
'417945',1895,8,19.46,1.9 
'417945',1895,9,20.71,1.25 
'417945',1895,10,22.14,1.43 
'417945',1895,11,25.52,3.38 
'417945',1895,12,26.07,0.55 
'417945',1896,1,2.9,2.9 
'417945',1896,2,5.26,2.36 
'417945',1896,3,5.92,0.66 
'417945',1896,4,8.65,2.73 
'417945',1896,5,11.39,2.74 
'417945',1896,6,12,0.61 
'417945',1896,7,14.69,2.69 
'417945',1896,8,17.65,2.96 
'417945',1896,9,26.52,8.87 
'417945',1896,10,32.56,6.04 
'417945',1896,11,33.35,0.79 
'417945',1896,12,34.09,0.74 
'417945',1897,1,1.55,1.55 
'417945',1897,2,1.7,0.15 
'417945',1897,3,3.35,1.65 
'417945',1897,4,5.19,1.84 
'417945',1897,5,8.32,3.13 
'417945',1897,6,10.51,2.19 
'417945',1897,7,10.79,0.28 
'417945',1897,8,11.19,0.4 
'417945',1897,9,12.8,1.61 
'417945',1897,10,14.15,1.35 
'417945',1897,11,14.58,0.43 
'417945',1897,12,15.92,1.34 
'417945',1898,1,0.46,0.46 
'417945',1898,2,1.62,1.16 
'417945',1898,3,3.09,1.47 
'417945',1898,4,4.55,1.46 
'417945',1898,5,5.61,1.06 
'417945',1898,6,12.67,7.06 
'417945',1898,7,14.91,2.24 
'417945',1898,8,18.26,3.35 
'417945',1898,9,19.58,1.32 
'417945',1898,10,19.61,0.03 
'417945',1898,11,20.95,1.34 
'417945',1898,12,22.49,1.54 
'417945',1899,1,0.38,0.38 
'417945',1899,2,0.69,0.31 
'417945',1899,3,0.69,0 
'417945',1899,4,3.29,2.6 
'417945',1899,5,5.51,2.22 
'417945',1899,6,9.83,4.32 
'417945',1899,7,12.68,2.85 
'417945',1899,8,12.68,0 
'417945',1899,9,13.25,0.57 
'417945',1899,10,14.56,1.31 
'417945',1899,11,16.26,1.7 
'417945',1899,12,19.65,3.39 
'417945',1900,1,5.42,5.42 
'417945',1900,2,5.76,0.34 
'417945',1900,3,10.11,4.35 
'417945',1900,4,19.22,9.11 
'417945',1900,5,23.69,4.47 
'417945',1900,6,24.47,0.78 
'417945',1900,7,26.71,2.24 
'417945',1900,8,30.76,4.05 
'417945',1900,9,31.73,0.97 
'417945',1900,10,34.67,2.94 
'417945',1900,11,36.49,1.82 
'417945',1900,12,37.19,0.7 
'417945',1901,1,0.41,0.41 
'417945',1901,2,1.12,0.71 
'417945',1901,3,1.66,0.54 
'417945',1901,4,2.25,0.59 
'417945',1901,5,4.72,2.47 
'417945',1901,6,6.58,1.86 
'417945',1901,7,10.37,3.79 
'417945',1901,8,11.33,0.96 
'417945',1901,9,15.53,4.2 
'417945',1901,10,15.65,0.12 
'417945',1901,11,16.29,0.64 
'417945',1901,12,16.44,0.15 
'417945',1902,1,0.7,0.7 
'417945',1902,2,1.25,0.55 
'417945',1902,3,1.37,0.12 
'417945',1902,4,3.68,2.31 
'417945',1902,5,6.82,3.14 
'417945',1902,6,6.84,0.02 
'417945',1902,7,10.69,3.85 
'417945',1902,8,10.69,0 
'417945',1902,9,16.21,5.52 
'417945',1902,10,18.75,2.54 
